Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
"Cedar Rapids, IA Metropolitan Statistical Area",25-0000,Educational Instruction and Library Occupations,9100,Annual wage,48714.00,24132.00,61005.00,20796.00,28073.00,41760.00,61848.00,80396.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-1011,"Business Teachers, Postsecondary",30,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-1011,"Business Teachers, Postsecondary",30,Annual wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-1042,"Biological Science Teachers, Postsecondary",40,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-1042,"Biological Science Teachers, Postsecondary",40,Annual wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-1194,"Career/Technical Education Teachers, Postsecondary",140,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-1194,"Career/Technical Education Teachers, Postsecondary",140,Annual wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2011,"Preschool Teachers, Except Special Education",490,Hourly wage,15.03,11.19,16.96,10.53,11.75,13.92,17.17,20.57
"Cedar Rapids, IA Metropolitan Statistical Area",25-2011,"Preschool Teachers, Except Special Education",490,Annual wage,31270.00,23273.00,35268.00,21901.00,24441.00,28954.00,35713.00,42776.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2012,"Kindergarten Teachers, Except Special Education",120,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2012,"Kindergarten Teachers, Except Special Education",120,Annual wage,54740.00,42205.00,61008.00,39427.00,45591.00,55641.00,63661.00,70502.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2021,"Elementary School Teachers, Except Special Education",1430,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2021,"Elementary School Teachers, Except Special Education",1430,Annual wage,54305.00,41314.00,60801.00,38587.00,44987.00,53830.00,63744.00,74101.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",480,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",480,Annual wage,69512.00,50584.00,78976.00,45986.00,54678.00,66345.00,80838.00,101210.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",940,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",940,Annual wage,53774.00,34342.00,63490.00,28542.00,41210.00,52122.00,66483.00,80605.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2032,"Career/Technical Education Teachers, Secondary School",40,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2032,"Career/Technical Education Teachers, Secondary School",40,Annual wage,61791.00,46704.00,69335.00,44109.00,48309.00,64436.00,74487.00,79996.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2052,"Special Education Teachers, Kindergarten and Elementary School",100,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2052,"Special Education Teachers, Kindergarten and Elementary School",100,Annual wage,55269.00,45799.00,60004.00,42759.00,46017.00,51467.00,63742.00,75890.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2058,"Special Education Teachers, Secondary School",140,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2058,"Special Education Teachers, Secondary School",140,Annual wage,59850.00,45407.00,67071.00,42732.00,49932.00,57944.00,66439.00,80182.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2059,"Special Education Teachers, All Other",10,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2059,"Special Education Teachers, All Other",10,Annual wage,69829.00,59053.00,75217.00,55875.00,60978.00,69806.00,78758.00,85091.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-3021,Self-Enrichment Teachers,280,Hourly wage,17.97,8.35,22.78,7.93,8.78,14.33,21.25,41.76
"Cedar Rapids, IA Metropolitan Statistical Area",25-3021,Self-Enrichment Teachers,280,Annual wage,37383.00,17364.00,47392.00,16494.00,18264.00,29807.00,44207.00,86861.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-3031,"Substitute Teachers, Short-Term",1100,Hourly wage,14.22,9.74,16.46,8.88,10.54,15.88,17.68,18.75
"Cedar Rapids, IA Metropolitan Statistical Area",25-3031,"Substitute Teachers, Short-Term",1100,Annual wage,29574.00,20250.00,34237.00,18479.00,21926.00,33039.00,36766.00,39002.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-3097,"Tutors and Teachers and Instructors, All Other",120,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-3097,"Tutors and Teachers and Instructors, All Other",120,Annual wage,39293.00,19237.00,49321.00,16970.00,19688.00,43176.00,50968.00,62543.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-4012,Curators,10,Hourly wage,26.75,20.24,30.00,18.79,20.96,23.68,30.94,42.30
"Cedar Rapids, IA Metropolitan Statistical Area",25-4012,Curators,10,Annual wage,55631.00,42100.00,62397.00,39079.00,43601.00,49255.00,64354.00,87975.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-4022,Librarians and Media Collections Specialists,130,Hourly wage,22.92,13.65,27.56,12.28,16.08,22.72,28.81,33.90
"Cedar Rapids, IA Metropolitan Statistical Area",25-4022,Librarians and Media Collections Specialists,130,Annual wage,47676.00,28387.00,57321.00,25547.00,33455.00,47260.00,59927.00,70513.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-4031,Library Technicians,100,Hourly wage,20.27,14.71,23.05,13.40,16.91,21.21,23.78,25.35
"Cedar Rapids, IA Metropolitan Statistical Area",25-4031,Library Technicians,100,Annual wage,42159.00,30606.00,47935.00,27875.00,35171.00,44108.00,49462.00,52732.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-9031,Instructional Coordinators,240,Hourly wage,34.08,25.60,38.32,24.13,29.08,34.02,37.84,42.33
"Cedar Rapids, IA Metropolitan Statistical Area",25-9031,Instructional Coordinators,240,Annual wage,70885.00,53254.00,79700.00,50189.00,60488.00,70758.00,78711.00,88052.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-9045,"Teaching Assistants, Except Postsecondary",1840,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-9045,"Teaching Assistants, Except Postsecondary",1840,Annual wage,26591.00,20134.00,29820.00,18312.00,21296.00,25408.00,31533.00,37344.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-9099,"Educational Instruction and Library Workers, All Other",10,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-9099,"Educational Instruction and Library Workers, All Other",10,Annual wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1940,Hourly wage,26.08,11.32,33.46,9.31,13.46,18.73,27.91,42.26
"Cedar Rapids, IA Metropolitan Statistical Area",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1940,Annual wage,54252.00,23550.00,69604.00,19373.00,27997.00,38955.00,58060.00,87905.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-1011,Art Directors,10,Hourly wage,40.29,24.94,47.96,22.68,27.00,35.83,43.62,48.76
"Cedar Rapids, IA Metropolitan Statistical Area",27-1011,Art Directors,10,Annual wage,83801.00,51879.00,99762.00,47174.00,56165.00,74516.00,90726.00,101411.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-1021,Commercial and Industrial Designers,40,Hourly wage,32.92,23.78,37.48,22.96,26.94,30.74,40.42,48.22
"Cedar Rapids, IA Metropolitan Statistical Area",27-1021,Commercial and Industrial Designers,40,Annual wage,68465.00,49459.00,77968.00,47749.00,56040.00,63937.00,84068.00,100298.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-1023,Floral Designers,30,Hourly wage,13.32,10.06,14.95,8.91,11.35,13.58,15.31,17.81
"Cedar Rapids, IA Metropolitan Statistical Area",27-1023,Floral Designers,30,Annual wage,27712.00,20926.00,31106.00,18541.00,23598.00,28251.00,31848.00,37044.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-1024,Graphic Designers,240,Hourly wage,22.33,15.26,25.87,13.96,16.21,19.78,26.06,31.52
"Cedar Rapids, IA Metropolitan Statistical Area",27-1024,Graphic Designers,240,Annual wage,46449.00,31732.00,53807.00,29042.00,33716.00,41136.00,54210.00,65565.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-1025,Interior Designers,50,Hourly wage,18.75,14.87,20.69,13.05,16.15,18.04,20.38,27.25
"Cedar Rapids, IA Metropolitan Statistical Area",27-1025,Interior Designers,50,Annual wage,39004.00,30925.00,43044.00,27146.00,33593.00,37521.00,42398.00,56686.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-1026,Merchandise Displayers and Window Trimmers,190,Hourly wage,15.51,11.52,17.50,9.57,12.91,15.02,18.09,21.12
"Cedar Rapids, IA Metropolitan Statistical Area",27-1026,Merchandise Displayers and Window Trimmers,190,Annual wage,32254.00,23962.00,36400.00,19909.00,26850.00,31239.00,37625.00,43933.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-2012,Producers and Directors,80,Hourly wage,22.21,14.13,26.24,13.40,15.06,19.74,26.09,35.20
"Cedar Rapids, IA Metropolitan Statistical Area",27-2012,Producers and Directors,80,Annual wage,46187.00,29384.00,54589.00,27874.00,31331.00,41063.00,54271.00,73206.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-2022,Coaches and Scouts,400,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",27-2022,Coaches and Scouts,400,Annual wage,27806.00,17281.00,33069.00,16405.00,17994.00,23273.00,32968.00,46372.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-3011,Broadcast Announcers and Radio Disc Jockeys,40,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",27-3011,Broadcast Announcers and Radio Disc Jockeys,40,Annual wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",27-3023,"News Analysts, Reporters, and Journalists",50,Hourly wage,19.91,12.05,23.83,10.79,13.55,17.00,21.84,30.71
"Cedar Rapids, IA Metropolitan Statistical Area",27-3023,"News Analysts, Reporters, and Journalists",50,Annual wage,41405.00,25071.00,49572.00,22441.00,28194.00,35362.00,45419.00,63878.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-3031,Public Relations Specialists,150,Hourly wage,27.72,18.54,32.31,16.93,20.74,25.34,33.51,42.24
"Cedar Rapids, IA Metropolitan Statistical Area",27-3031,Public Relations Specialists,150,Annual wage,57654.00,38566.00,67198.00,35216.00,43134.00,52706.00,69704.00,87858.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-3041,Editors,50,Hourly wage,23.35,15.57,27.24,14.51,17.34,22.91,28.43,32.81
"Cedar Rapids, IA Metropolitan Statistical Area",27-3041,Editors,50,Annual wage,48572.00,32394.00,56661.00,30182.00,36072.00,47655.00,59131.00,68244.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-3042,Technical Writers,70,Hourly wage,39.04,24.67,46.22,22.35,28.52,37.64,48.95,59.64
"Cedar Rapids, IA Metropolitan Statistical Area",27-3042,Technical Writers,70,Annual wage,81201.00,51307.00,96148.00,46480.00,59331.00,78281.00,101817.00,124058.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-3043,Writers and Authors,60,Hourly wage,24.24,15.57,28.57,14.16,17.58,22.07,28.75,37.55
"Cedar Rapids, IA Metropolitan Statistical Area",27-3043,Writers and Authors,60,Annual wage,50413.00,32378.00,59431.00,29454.00,36570.00,45909.00,59795.00,78114.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-3091,Interpreters and Translators,40,Hourly wage,18.53,12.55,21.52,12.53,14.13,17.26,22.66,28.64
"Cedar Rapids, IA Metropolitan Statistical Area",27-3091,Interpreters and Translators,40,Annual wage,38536.00,26101.00,44753.00,26071.00,29396.00,35897.00,47129.00,59570.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-4011,Audio and Video Technicians,130,Hourly wage,24.28,18.25,27.29,15.50,20.36,23.01,27.77,36.58
"Cedar Rapids, IA Metropolitan Statistical Area",27-4011,Audio and Video Technicians,130,Annual wage,50494.00,37961.00,56760.00,32250.00,42355.00,47871.00,57757.00,76081.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-4012,Broadcast Technicians,50,Hourly wage,14.54,10.64,16.49,9.98,10.77,12.10,16.91,24.73
"Cedar Rapids, IA Metropolitan Statistical Area",27-4012,Broadcast Technicians,50,Annual wage,30240.00,22127.00,34297.00,20752.00,22401.00,25160.00,35166.00,51441.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-4021,Photographers,40,Hourly wage,13.10,8.51,15.39,8.15,9.01,10.99,13.99,19.24
"Cedar Rapids, IA Metropolitan Statistical Area",27-4021,Photographers,40,Annual wage,27242.00,17694.00,32016.00,16947.00,18735.00,22853.00,29103.00,40011.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-4031,"Camera Operators, Television, Video, and Film",,Hourly wage,17.32,13.89,19.03,13.05,13.99,15.56,21.26,23.76
"Cedar Rapids, IA Metropolitan Statistical Area",27-4031,"Camera Operators, Television, Video, and Film",,Annual wage,36017.00,28900.00,39576.00,27142.00,29105.00,32375.00,44225.00,49427.00
"Cedar Rapids, IA Metropolitan Statistical Area",27-4032,Film and Video Editors,10,Hourly wage,24.84,15.60,29.46,14.24,16.93,22.55,30.71,40.72
"Cedar Rapids, IA Metropolitan Statistical Area",27-4032,Film and Video Editors,10,Annual wage,51667.00,32445.00,61278.00,29622.00,35210.00,46906.00,63876.00,84699.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-0000,Healthcare Practitioners and Technical Occupations,6700,Hourly wage,34.91,18.18,43.28,16.08,21.66,28.64,37.34,54.58
"Cedar Rapids, IA Metropolitan Statistical Area",29-0000,Healthcare Practitioners and Technical Occupations,6700,Annual wage,72618.00,37822.00,90016.00,33442.00,45050.00,59580.00,77673.00,113527.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1011,Chiropractors,70,Hourly wage,41.18,29.11,47.21,27.13,31.12,35.46,39.88,86.35
"Cedar Rapids, IA Metropolitan Statistical Area",29-1011,Chiropractors,70,Annual wage,85647.00,60543.00,98198.00,56421.00,64733.00,73761.00,82959.00,179606.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1021,"Dentists, General",110,Hourly wage,55.16,39.54,62.97,31.55,43.04,47.56,53.09,90.35
"Cedar Rapids, IA Metropolitan Statistical Area",29-1021,"Dentists, General",110,Annual wage,114734.00,82249.00,130977.00,65614.00,89522.00,98933.00,110425.00,187930.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1031,Dietitians and Nutritionists,40,Hourly wage,27.58,22.13,30.30,21.13,23.47,27.30,31.09,35.95
"Cedar Rapids, IA Metropolitan Statistical Area",29-1031,Dietitians and Nutritionists,40,Annual wage,57360.00,46024.00,63028.00,43949.00,48818.00,56794.00,64666.00,74766.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1041,Optometrists,40,Hourly wage,60.62,47.75,67.05,44.86,50.88,59.30,72.78,80.21
"Cedar Rapids, IA Metropolitan Statistical Area",29-1041,Optometrists,40,Annual wage,126088.00,99315.00,139474.00,93311.00,105826.00,123334.00,151385.00,166828.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1051,Pharmacists,220,Hourly wage,55.41,42.14,62.04,37.59,52.42,58.49,64.43,73.30
"Cedar Rapids, IA Metropolitan Statistical Area",29-1051,Pharmacists,220,Annual wage,115246.00,87645.00,129046.00,78179.00,109030.00,121660.00,134008.00,152457.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1071,Physician Assistants,80,Hourly wage,65.11,39.56,77.88,35.02,45.89,66.06,78.39,96.65
"Cedar Rapids, IA Metropolitan Statistical Area",29-1071,Physician Assistants,80,Annual wage,135428.00,82288.00,161998.00,72852.00,95452.00,137414.00,163060.00,201041.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1081,Podiatrists,,Hourly wage,54.90,34.99,64.86,18.61,47.16,55.80,62.71,87.41
"Cedar Rapids, IA Metropolitan Statistical Area",29-1081,Podiatrists,,Annual wage,114200.00,72787.00,134906.00,38718.00,98092.00,116056.00,130445.00,181804.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1122,Occupational Therapists,90,Hourly wage,35.82,25.52,40.97,24.82,28.63,34.78,41.05,52.72
"Cedar Rapids, IA Metropolitan Statistical Area",29-1122,Occupational Therapists,90,Annual wage,74498.00,53073.00,85211.00,51634.00,59555.00,72351.00,85388.00,109647.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1123,Physical Therapists,220,Hourly wage,37.31,29.66,41.14,26.79,32.36,37.18,43.08,48.53
"Cedar Rapids, IA Metropolitan Statistical Area",29-1123,Physical Therapists,220,Annual wage,77612.00,61688.00,85575.00,55731.00,67311.00,77332.00,89596.00,100932.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1125,Recreational Therapists,20,Hourly wage,23.54,16.92,26.85,16.32,18.11,22.01,28.40,34.66
"Cedar Rapids, IA Metropolitan Statistical Area",29-1125,Recreational Therapists,20,Annual wage,48969.00,35195.00,55857.00,33936.00,37663.00,45778.00,59068.00,72086.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1126,Respiratory Therapists,80,Hourly wage,27.43,22.02,30.13,20.89,22.99,26.80,31.47,36.54
"Cedar Rapids, IA Metropolitan Statistical Area",29-1126,Respiratory Therapists,80,Annual wage,57057.00,45812.00,62679.00,43455.00,47809.00,55753.00,65457.00,76002.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1127,Speech-Language Pathologists,140,Hourly wage,33.55,25.82,37.42,24.61,27.90,33.27,38.27,45.30
"Cedar Rapids, IA Metropolitan Statistical Area",29-1127,Speech-Language Pathologists,140,Annual wage,69792.00,53700.00,77838.00,51189.00,58029.00,69196.00,79605.00,94219.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1131,Veterinarians,70,Hourly wage,47.25,32.20,54.77,32.36,37.82,44.49,50.47,72.33
"Cedar Rapids, IA Metropolitan Statistical Area",29-1131,Veterinarians,70,Annual wage,98273.00,66979.00,113920.00,67302.00,78667.00,92544.00,104986.00,150444.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1141,Registered Nurses,2420,Hourly wage,29.59,24.58,32.09,22.56,26.08,29.11,32.97,38.25
"Cedar Rapids, IA Metropolitan Statistical Area",29-1141,Registered Nurses,2420,Annual wage,61544.00,51135.00,66749.00,46918.00,54253.00,60547.00,68579.00,79555.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1171,Nurse Practitioners,120,Hourly wage,53.57,44.29,58.21,41.95,45.00,50.06,57.80,63.93
"Cedar Rapids, IA Metropolitan Statistical Area",29-1171,Nurse Practitioners,120,Annual wage,111427.00,92132.00,121074.00,87251.00,93596.00,104121.00,120225.00,132965.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-1215,Family Medicine Physicians,100,Hourly wage,123.18,,,57.24,97.34,,,
"Cedar Rapids, IA Metropolitan Statistical Area",29-1215,Family Medicine Physicians,100,Annual wage,256223.00,,,119050.00,202459.00,,,
"Cedar Rapids, IA Metropolitan Statistical Area",29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",230,Hourly wage,120.61,,,30.98,82.10,,,
"Cedar Rapids, IA Metropolitan Statistical Area",29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",230,Annual wage,250859.00,,,64433.00,170760.00,,,
"Cedar Rapids, IA Metropolitan Statistical Area",29-1292,Dental Hygienists,240,Hourly wage,35.65,33.42,36.76,31.66,33.50,36.03,38.57,40.44
"Cedar Rapids, IA Metropolitan Statistical Area",29-1292,Dental Hygienists,240,Annual wage,74144.00,69507.00,76463.00,65847.00,69673.00,74945.00,80217.00,84108.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2010,Clinical Laboratory Technologists and Technicians,200,Hourly wage,23.02,15.05,27.00,13.78,16.45,21.88,29.13,35.46
"Cedar Rapids, IA Metropolitan Statistical Area",29-2010,Clinical Laboratory Technologists and Technicians,200,Annual wage,47876.00,31313.00,56158.00,28663.00,34224.00,45514.00,60593.00,73761.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2032,Diagnostic Medical Sonographers,50,Hourly wage,34.12,28.44,36.96,26.74,28.97,33.23,38.97,43.82
"Cedar Rapids, IA Metropolitan Statistical Area",29-2032,Diagnostic Medical Sonographers,50,Annual wage,70977.00,59163.00,76884.00,55617.00,60258.00,69119.00,81056.00,91154.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2034,Radiologic Technologists and Technicians,330,Hourly wage,21.91,11.61,27.06,10.33,11.64,21.98,28.80,35.76
"Cedar Rapids, IA Metropolitan Statistical Area",29-2034,Radiologic Technologists and Technicians,330,Annual wage,45577.00,24156.00,56288.00,21492.00,24209.00,45720.00,59897.00,74378.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2040,Emergency Medical Technicians and Paramedics,190,Hourly wage,16.52,11.83,18.86,10.03,13.22,15.35,19.90,23.92
"Cedar Rapids, IA Metropolitan Statistical Area",29-2040,Emergency Medical Technicians and Paramedics,190,Annual wage,34356.00,24598.00,39235.00,20855.00,27507.00,31935.00,41390.00,49761.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2052,Pharmacy Technicians,320,Hourly wage,16.23,12.83,17.93,12.15,14.04,16.48,18.45,19.84
"Cedar Rapids, IA Metropolitan Statistical Area",29-2052,Pharmacy Technicians,320,Annual wage,33766.00,26692.00,37303.00,25265.00,29200.00,34281.00,38366.00,41275.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2055,Surgical Technologists,80,Hourly wage,19.81,16.80,21.31,15.88,17.13,19.21,22.58,24.86
"Cedar Rapids, IA Metropolitan Statistical Area",29-2055,Surgical Technologists,80,Annual wage,41200.00,34942.00,44328.00,33030.00,35625.00,39957.00,46969.00,51707.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2056,Veterinary Technologists and Technicians,60,Hourly wage,16.47,13.53,17.93,12.86,14.04,16.12,18.56,21.76
"Cedar Rapids, IA Metropolitan Statistical Area",29-2056,Veterinary Technologists and Technicians,60,Annual wage,34248.00,28138.00,37304.00,26756.00,29214.00,33521.00,38601.00,45253.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2057,Ophthalmic Medical Technicians,120,Hourly wage,22.71,14.16,26.99,13.22,15.70,20.97,25.83,38.30
"Cedar Rapids, IA Metropolitan Statistical Area",29-2057,Ophthalmic Medical Technicians,120,Annual wage,47246.00,29463.00,56138.00,27503.00,32660.00,43627.00,53721.00,79656.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2061,Licensed Practical and Licensed Vocational Nurses,450,Hourly wage,21.30,17.82,23.04,16.79,19.01,21.48,23.70,25.38
"Cedar Rapids, IA Metropolitan Statistical Area",29-2061,Licensed Practical and Licensed Vocational Nurses,450,Annual wage,44297.00,37065.00,47913.00,34931.00,39538.00,44682.00,49297.00,52783.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2081,"Opticians, Dispensing",50,Hourly wage,15.72,13.77,16.70,12.87,13.83,15.42,17.70,19.18
"Cedar Rapids, IA Metropolitan Statistical Area",29-2081,"Opticians, Dispensing",50,Annual wage,32697.00,28637.00,34728.00,26762.00,28765.00,32064.00,36824.00,39888.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",260,Hourly wage,22.50,15.41,26.04,14.21,16.65,20.75,27.28,31.37
"Cedar Rapids, IA Metropolitan Statistical Area",29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",260,Annual wage,46795.00,32057.00,54164.00,29558.00,34627.00,43159.00,56734.00,65250.00
"Cedar Rapids, IA Metropolitan Statistical Area",29-9091,Athletic Trainers,60,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",29-9091,Athletic Trainers,60,Annual wage,55879.00,37221.00,65208.00,35079.00,39960.00,51400.00,60354.00,67603.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-0000,Healthcare Support Occupations,4780,Hourly wage,15.87,11.91,17.85,10.88,12.57,14.84,18.29,22.61
"Cedar Rapids, IA Metropolitan Statistical Area",31-0000,Healthcare Support Occupations,4780,Annual wage,33008.00,24764.00,37130.00,22636.00,26139.00,30864.00,38050.00,47026.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-1120,Home Health and Personal Care Aides,2020,Hourly wage,14.05,11.03,15.56,10.37,11.44,13.33,15.93,18.83
"Cedar Rapids, IA Metropolitan Statistical Area",31-1120,Home Health and Personal Care Aides,2020,Annual wage,29221.00,22953.00,32355.00,21568.00,23802.00,27736.00,33129.00,39166.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-1131,Nursing Assistants,1470,Hourly wage,14.88,12.64,15.99,11.66,12.98,14.54,16.84,19.08
"Cedar Rapids, IA Metropolitan Statistical Area",31-1131,Nursing Assistants,1470,Annual wage,30942.00,26298.00,33264.00,24242.00,26995.00,30235.00,35026.00,39695.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-2011,Occupational Therapy Assistants,40,Hourly wage,27.31,21.15,30.38,20.10,23.29,27.79,31.35,35.10
"Cedar Rapids, IA Metropolitan Statistical Area",31-2011,Occupational Therapy Assistants,40,Annual wage,56796.00,43987.00,63200.00,41808.00,48452.00,57799.00,65202.00,73018.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-2021,Physical Therapist Assistants,90,Hourly wage,28.51,20.75,32.39,20.44,22.91,27.53,32.39,40.79
"Cedar Rapids, IA Metropolitan Statistical Area",31-2021,Physical Therapist Assistants,90,Annual wage,59301.00,43166.00,67369.00,42508.00,47657.00,57259.00,67381.00,84849.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-9011,Massage Therapists,80,Hourly wage,19.19,8.94,24.32,8.56,9.60,19.99,24.32,29.97
"Cedar Rapids, IA Metropolitan Statistical Area",31-9011,Massage Therapists,80,Annual wage,39920.00,18591.00,50585.00,17795.00,19969.00,41578.00,50586.00,62331.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-9091,Dental Assistants,270,Hourly wage,24.17,21.16,25.68,19.68,21.47,23.56,25.71,30.40
"Cedar Rapids, IA Metropolitan Statistical Area",31-9091,Dental Assistants,270,Annual wage,50280.00,44011.00,53415.00,40939.00,44652.00,48997.00,53483.00,63229.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-9092,Medical Assistants,440,Hourly wage,18.41,15.75,19.74,14.47,16.30,18.15,20.16,23.72
"Cedar Rapids, IA Metropolitan Statistical Area",31-9092,Medical Assistants,440,Annual wage,38291.00,32763.00,41056.00,30088.00,33907.00,37746.00,41936.00,49345.00
"Cedar Rapids, IA Metropolitan Statistical Area",31-9094,Medical Transcriptionists,40,Hourly wage,17.01,12.08,19.48,10.98,13.02,17.31,20.30,23.61
"Cedar Rapids, IA Metropolitan Statistical Area",31-9094,Medical Transcriptionists,40,Annual wage,35391.00,25125.00,40524.00,22839.00,27079.00,36004.00,42229.00,49117.00
